,BuildingAddress,Location,longitude,latitude,type
3938,717 BARTLETT AVE,"(39.3157991, -76.60618236)",-76.60618236,39.3157991,vacant
3939,723 BARTLETT AVE,"(39.31571963, -76.60606081)",-76.60606081,39.31571963,vacant
3940,729 BARTLETT AVE,"(39.31564071, -76.60594012)",-76.60594012,39.31564071,vacant
3941,735 BARTLETT AVE,"(39.31556073, -76.60581785)",-76.60581785,39.31556073,vacant
3942,739 BARTLETT AVE,"(39.31550778, -76.60573688)",-76.60573688,39.31550778,vacant
3943,741 BARTLETT AVE,"(39.3154806, -76.60569539)",-76.60569539,39.3154806,vacant
3944,820 E 22ND ST,"(39.31479903, -76.60603376)",-76.60603376,39.31479903,vacant
3945,625 COKESBURY AVE,"(39.3161041, -76.60793722)",-76.60793722,39.3161041,vacant
3946,502 E 23RD ST,"(39.315616, -76.60929114)",-76.60929114,39.315616,vacant
3947,2040 HARFORD ROAD,"(39.31419309, -76.59868572)",-76.59868572,39.31419309,vacant
3948,2104 HARFORD ROAD,"(39.31444912, -76.59809781)",-76.59809781,39.31444912,vacant
3949,2108 HARFORD ROAD,"(39.3145054, -76.59803981)",-76.59803981,39.3145054,vacant
3950,2112 HARFORD ROAD,"(39.31455975, -76.59798266)",-76.59798266,39.31455975,vacant
3951,2114 HARFORD ROAD,"(39.31458728, -76.59795368)",-76.59795368,39.31458728,vacant
3952,519 E 23RD ST,"(39.31525273, -76.60890601)",-76.60890601,39.31525273,vacant
3953,515 E 23RD ST,"(39.31525081, -76.60900123)",-76.60900123,39.31525081,vacant
3954,630 COKESBURY AVE,"(39.31637796, -76.60757289)",-76.60757289,39.31637796,vacant
3955,636 COKESBURY AVE,"(39.31630759, -76.60747242)",-76.60747242,39.31630759,vacant
3956,640 COKESBURY AVE,"(39.31626128, -76.60740358)",-76.60740358,39.31626128,vacant
3957,619 MCKEWIN AVE,"(39.33273411, -76.60684569)",-76.60684569,39.33273411,vacant
3958,801 E 33RD ST,"(39.32811384, -76.60516633)",-76.60516633,39.32811384,vacant
3959,726 E 33RD ST,"(39.32870141, -76.60518333)",-76.60518333,39.32870141,vacant
3960,648 E 35TH ST,"(39.33096746, -76.60680966)",-76.60680966,39.33096746,vacant
3961,656 E 35TH ST,"(39.3309475, -76.60661389)",-76.60661389,39.3309475,vacant
3962,603 MELVILLE AVE,"(39.33145533, -76.60744212)",-76.60744212,39.33145533,vacant
3963,732 E 35TH ST,"(39.33086532, -76.60511875)",-76.60511875,39.33086532,vacant
3964,2409 GREENMOUNT AVE,"(39.31705301, -76.60914035)",-76.60914035,39.31705301,vacant
3965,2403 GREENMOUNT AVE,"(39.31683779, -76.60913945)",-76.60913945,39.31683779,vacant
3966,2401 GREENMOUNT AVE,"(39.31677142, -76.60910977)",-76.60910977,39.31677142,vacant
3967,2402 LOCH RAVEN ROAD,"(39.31686162, -76.60869735)",-76.60869735,39.31686162,vacant
3968,2404 LOCH RAVEN ROAD,"(39.31689209, -76.60866837)",-76.60866837,39.31689209,vacant
3969,2412 LOCH RAVEN ROAD,"(39.31701236, -76.60854717)",-76.60854717,39.31701236,vacant
3970,515 E 25TH ST,"(39.31799664, -76.60867502)",-76.60867502,39.31799664,vacant
3971,2565 GREENMOUNT AVE,"(39.31964819, -76.60919782)",-76.60919782,39.31964819,vacant
3972,2635 GREENMOUNT AVE,"(39.32049046, -76.60919722)",-76.60919722,39.32049046,vacant
3973,534 E 27TH ST,"(39.32106086, -76.60801848)",-76.60801848,39.32106086,vacant
3974,532 E 27TH ST,"(39.32106178, -76.60806267)",-76.60806267,39.32106178,vacant
3975,530 E 27TH ST,"(39.32106275, -76.60810877)",-76.60810877,39.32106275,vacant
3976,528 E 27TH ST,"(39.3210637, -76.60815401)",-76.60815401,39.3210637,vacant
3977,526 E 27TH ST,"(39.32106466, -76.60819881)",-76.60819881,39.32106466,vacant
3978,516 E 27TH ST,"(39.32106958, -76.60843183)",-76.60843183,39.32106958,vacant
3979,2702 BOONE ST,"(39.32126463, -76.60886152)",-76.60886152,39.32126463,vacant
3980,2708 BOONE ST,"(39.32136487, -76.60886003)",-76.60886003,39.32136487,vacant
3981,2710 BOONE ST,"(39.32140037, -76.60885947)",-76.60885947,39.32140037,vacant
3982,2716 BOONE ST,"(39.32150095, -76.60885825)",-76.60885825,39.32150095,vacant
3983,914 MONTPELIER ST,"(39.32509434, -76.6044695)",-76.6044695,39.32509434,vacant
3984,927 GORSUCH AVE,"(39.32590858, -76.60375975)",-76.60375975,39.32590858,vacant
3985,2635 GARRETT AVE,"(39.3203288, -76.59692794)",-76.59692794,39.3203288,vacant
3986,2606 ROBB ST,"(39.31965405, -76.59723316)",-76.59723316,39.31965405,vacant
3987,2620 ROBB ST,"(39.31991657, -76.59695893)",-76.59695893,39.31991657,vacant
3988,2636 ROBB ST,"(39.32021562, -76.59664539)",-76.59664539,39.32021562,vacant
3989,2535 GARRETT AVE,"(39.31907943, -76.59822562)",-76.59822562,39.31907943,vacant
3990,2543 GARRETT AVE,"(39.31922586, -76.59807405)",-76.59807405,39.31922586,vacant
3991,2553 GARRETT AVE,"(39.31941246, -76.59787913)",-76.59787913,39.31941246,vacant
3992,2555 GARRETT AVE,"(39.31945115, -76.59784273)",-76.59784273,39.31945115,vacant
3993,1414 DARLEY AVE,"(39.31513883, -76.59640859)",-76.59640859,39.31513883,vacant
3994,1420 DARLEY AVE,"(39.31507175, -76.59630201)",-76.59630201,39.31507175,vacant
3995,2211 HARFORD ROAD,"(39.31538745, -76.59641432)",-76.59641432,39.31538745,vacant
3996,1403 CLIFTVIEW AVE,"(39.31531519, -76.59621198)",-76.59621198,39.31531519,vacant
3997,1405 CLIFTVIEW AVE,"(39.31529345, -76.59617752)",-76.59617752,39.31529345,vacant
3998,1606 MONTPELIER ST,"(39.32072679, -76.59638548)",-76.59638548,39.32072679,vacant
3999,1726 GORSUCH AVE,"(39.3207033, -76.59341056)",-76.59341056,39.3207033,vacant
4000,1728 GORSUCH AVE,"(39.32067327, -76.59336182)",-76.59336182,39.32067327,vacant
4001,1740 GORSUCH AVE,"(39.3205027, -76.5930886)",-76.5930886,39.3205027,vacant
4002,1742 GORSUCH AVE,"(39.32047397, -76.59303488)",-76.59303488,39.32047397,vacant
4003,1744 GORSUCH AVE,"(39.3204282, -76.59297355)",-76.59297355,39.3204282,vacant
4004,2634 HARFORD ROAD,"(39.3199664, -76.59236238)",-76.59236238,39.3199664,vacant
4005,1743 CARSWELL ST,"(39.32073129, -76.59283666)",-76.59283666,39.32073129,vacant
4006,1741 CARSWELL ST,"(39.32077375, -76.59290408)",-76.59290408,39.32077375,vacant
4007,1739 CARSWELL ST,"(39.32079457, -76.59293744)",-76.59293744,39.32079457,vacant
4008,2636 HARFORD ROAD,"(39.31999791, -76.59232998)",-76.59232998,39.31999791,vacant
4009,1627 ABBOTSTON ST,"(39.32237863, -76.59405507)",-76.59405507,39.32237863,vacant
4010,1625 ABBOTSTON ST,"(39.32240266, -76.5940935)",-76.5940935,39.32240266,vacant
4011,1623 ABBOTSTON ST,"(39.32242676, -76.59413205)",-76.59413205,39.32242676,vacant
4012,1617 ABBOTSTON ST,"(39.32250001, -76.59424934)",-76.59424934,39.32250001,vacant
4013,2812 KENNEDY AVE,"(39.32337556, -76.59405091)",-76.59405091,39.32337556,vacant
4014,2816 KENNEDY AVE,"(39.32337581, -76.59395252)",-76.59395252,39.32337581,vacant
4015,2820 KENNEDY AVE,"(39.32337604, -76.59385329)",-76.59385329,39.32337604,vacant
4016,2804 THE ALAMEDA ,"(39.32336477, -76.59350919)",-76.59350919,39.32336477,vacant
4017,2806 THE ALAMEDA ,"(39.323402, -76.59351837)",-76.59351837,39.323402,vacant
4018,2828 THE ALAMEDA ,"(39.3240093, -76.59374225)",-76.59374225,39.3240093,vacant
4019,2830 THE ALAMEDA ,"(39.32404976, -76.59374907)",-76.59374907,39.32404976,vacant
4020,1503 E 28TH ST,"(39.32366264, -76.59454998)",-76.59454998,39.32366264,vacant
4021,1507 E 28TH ST,"(39.32366287, -76.59445174)",-76.59445174,39.32366287,vacant
4022,1500 E 28TH ST,"(39.32410569, -76.59489623)",-76.59489623,39.32410569,vacant
4023,1502 E 28TH ST,"(39.32407832, -76.59479066)",-76.59479066,39.32407832,vacant
4024,1504 E 28TH ST,"(39.32407829, -76.5947422)",-76.5947422,39.32407829,vacant
4025,1528 E 28TH ST,"(39.32407813, -76.59416951)",-76.59416951,39.32407813,vacant
4026,1535 E 29TH ST,"(39.32438877, -76.59439836)",-76.59439836,39.32438877,vacant
4027,1554 CARSWELL ST,"(39.32283794, -76.59540979)",-76.59540979,39.32283794,vacant
4028,1556 CARSWELL ST,"(39.32281389, -76.59537126)",-76.59537126,39.32281389,vacant
4029,1560 CARSWELL ST,"(39.32275617, -76.59527459)",-76.59527459,39.32275617,vacant
4030,1566 CARSWELL ST,"(39.32267348, -76.59515024)",-76.59515024,39.32267348,vacant
4031,1507 ABBOTSTON ST,"(39.3236755, -76.59613102)",-76.59613102,39.3236755,vacant
4032,1509 ABBOTSTON ST,"(39.32365163, -76.59609286)",-76.59609286,39.32365163,vacant
4033,1519 ABBOTSTON ST,"(39.3235324, -76.59590196)",-76.59590196,39.3235324,vacant
4034,1521 ABBOTSTON ST,"(39.32350663, -76.59586093)",-76.59586093,39.32350663,vacant
4035,1551 ABBOTSTON ST,"(39.32313356, -76.59526349)",-76.59526349,39.32313356,vacant
4036,1909 E 20TH ST,"(39.31295482, -76.59103404)",-76.59103404,39.31295482,vacant
4037,1900 N WASHINGTON ST,"(39.31247048, -76.59069176)",-76.59069176,39.31247048,vacant
4038,1910 N WASHINGTON ST,"(39.31266278, -76.59070136)",-76.59070136,39.31266278,vacant
4039,1912 N WASHINGTON ST,"(39.31270109, -76.59070377)",-76.59070377,39.31270109,vacant
4040,1916 N WASHINGTON ST,"(39.31277733, -76.59070852)",-76.59070852,39.31277733,vacant
4041,1918 N WASHINGTON ST,"(39.31281521, -76.59071087)",-76.59071087,39.31281521,vacant
4042,1922 N WASHINGTON ST,"(39.31289199, -76.59071569)",-76.59071569,39.31289199,vacant
4043,1924 N WASHINGTON ST,"(39.31292922, -76.59071801)",-76.59071801,39.31292922,vacant
4044,2624 PELHAM AVE,"(39.32710283, -76.57406381)",-76.57406381,39.32710283,vacant
4045,2608 ERDMAN AVE,"(39.32434339, -76.57761891)",-76.57761891,39.32434339,vacant
4046,2744 PELHAM AVE,"(39.32623391, -76.57273303)",-76.57273303,39.32623391,vacant
4047,2723 PELHAM AVE,"(39.32622124, -76.5735699)",-76.5735699,39.32622124,vacant
4048,2755 PELHAM AVE,"(39.32558019, -76.57253475)",-76.57253475,39.32558019,vacant
4049,5314 MAPLE AVE,"(39.35141878, -76.67796235)",-76.67796235,39.35141878,vacant
4050,5310 MAPLE AVE,"(39.35135803, -76.6778974)",-76.6778974,39.35135803,vacant
4051,5306 MAPLE AVE,"(39.35129916, -76.67783455)",-76.67783455,39.35129916,vacant
4052,5304 MAPLE AVE,"(39.35126925, -76.67780251)",-76.67780251,39.35126925,vacant
4053,7018 FIELDCREST ROAD,"(39.36386581, -76.70855862)",-76.70855862,39.36386581,vacant
4054,3607 FALLSTAFF ROAD,"(39.36381508, -76.70342064)",-76.70342064,39.36381508,vacant
4055,6922 REISTERSTOWN ROAD,"(39.36122202, -76.70941432)",-76.70941432,39.36122202,vacant
4056,6502 PARR AVE,"(39.3516286, -76.70966752)",-76.70966752,39.3516286,vacant
4057,1608 E 25TH ST,"(39.3166693, -76.59490074)",-76.59490074,39.3166693,vacant
4058,1640 CLIFTVIEW AVE,"(39.31538843, -76.59463738)",-76.59463738,39.31538843,vacant
4059,1666 CLIFTVIEW AVE,"(39.31540744, -76.59403993)",-76.59403993,39.31540744,vacant
4060,1621 NORMAL AVE,"(39.31576368, -76.59510383)",-76.59510383,39.31576368,vacant
4061,1623 NORMAL AVE,"(39.31575013, -76.59506085)",-76.59506085,39.31575013,vacant
4062,1641 NORMAL AVE,"(39.31563007, -76.59467902)",-76.59467902,39.31563007,vacant
4063,1643 NORMAL AVE,"(39.31561674, -76.59463662)",-76.59463662,39.31561674,vacant
4064,1649 NORMAL AVE,"(39.31559112, -76.59450134)",-76.59450134,39.31559112,vacant
4065,1603 E 25TH ST,"(39.31631831, -76.59502103)",-76.59502103,39.31631831,vacant
4066,1653 E 25TH ST,"(39.31592506, -76.59379741)",-76.59379741,39.31592506,vacant
4067,1616 NORMAL AVE,"(39.3160587, -76.59492985)",-76.59492985,39.3160587,vacant
4068,1618 NORMAL AVE,"(39.31604456, -76.59488706)",-76.59488706,39.31604456,vacant
4069,1624 NORMAL AVE,"(39.31600311, -76.59475755)",-76.59475755,39.31600311,vacant
4070,1628 NORMAL AVE,"(39.31597564, -76.59467214)",-76.59467214,39.31597564,vacant
4071,1636 NORMAL AVE,"(39.31592115, -76.59450246)",-76.59450246,39.31592115,vacant
4072,1646 NORMAL AVE,"(39.31585256, -76.59428916)",-76.59428916,39.31585256,vacant
4073,1652 NORMAL AVE,"(39.31581206, -76.5941631)",-76.5941631,39.31581206,vacant
4074,2138 E NORTH AVE,"(39.31267947, -76.58770524)",-76.58770524,39.31267947,vacant
4075,2220 E NORTH AVE,"(39.31273211, -76.58691191)",-76.58691191,39.31273211,vacant
4076,2222 E NORTH AVE,"(39.31273269, -76.58686644)",-76.58686644,39.31273269,vacant
4077,2228 E NORTH AVE,"(39.31274341, -76.58660696)",-76.58660696,39.31274341,vacant
4078,2230 E NORTH AVE,"(39.31274915, -76.58655912)",-76.58655912,39.31274915,vacant
4079,2234 E NORTH AVE,"(39.31275122, -76.58646718)",-76.58646718,39.31275122,vacant
4080,2238 E NORTH AVE,"(39.31275545, -76.586375)",-76.586375,39.31275545,vacant
4081,2240 E NORTH AVE,"(39.31275751, -76.58632943)",-76.58632943,39.31275751,vacant
4082,2242 E NORTH AVE,"(39.3127596, -76.58628464)",-76.58628464,39.3127596,vacant
4083,6812 EVERALL AVE,"(39.36006673, -76.53702056)",-76.53702056,39.36006673,vacant
4084,6516 BELLE VISTA AVE,"(39.35807213, -76.54322739)",-76.54322739,39.35807213,vacant
4085,6003 GLENOAK AVE,"(39.35529862, -76.55020964)",-76.55020964,39.35529862,vacant
4086,6218 BROOK AVE,"(39.35166205, -76.53635348)",-76.53635348,39.35166205,vacant
4087,6102 ALTA AVE,"(39.3541709, -76.54502735)",-76.54502735,39.3541709,vacant
4088,3143 RAVENWOOD AVE,"(39.31514175, -76.57935296)",-76.57935296,39.31514175,vacant
4089,3149 RAVENWOOD AVE,"(39.31514315, -76.57918327)",-76.57918327,39.31514315,vacant
4090,3159 RAVENWOOD AVE,"(39.31514547, -76.57890099)",-76.57890099,39.31514547,vacant
4091,3161 RAVENWOOD AVE,"(39.31514621, -76.57884405)",-76.57884405,39.31514621,vacant
4092,3167 RAVENWOOD AVE,"(39.31514735, -76.57867581)",-76.57867581,39.31514735,vacant
4093,2013 BELAIR ROAD,"(39.31563197, -76.58015899)",-76.58015899,39.31563197,vacant
4094,3130 RAVENWOOD AVE,"(39.31545615, -76.57971961)",-76.57971961,39.31545615,vacant
4095,3131 ELMORA AVE,"(39.31570162, -76.57958619)",-76.57958619,39.31570162,vacant
4096,3157 ELMORA AVE,"(39.31570772, -76.57884911)",-76.57884911,39.31570772,vacant
4097,2107 BELAIR ROAD,"(39.31608428, -76.57964024)",-76.57964024,39.31608428,vacant
4098,3157 LYNDALE AVE,"(39.31627998, -76.57883128)",-76.57883128,39.31627998,vacant
4099,3434 RAVENWOOD AVE,"(39.3154972, -76.57475868)",-76.57475868,39.3154972,vacant
4100,4608 PALL MALL ROAD,"(39.34248692, -76.66542861)",-76.66542861,39.34248692,vacant
4101,4604 PALL MALL ROAD,"(39.342379, -76.66533494)",-76.66533494,39.342379,vacant
4102,2924 EDGECOMBE CIRCLE SOUTH ,"(39.34272269, -76.66403794)",-76.66403794,39.34272269,vacant
4103,2927 EDGECOMBE CIRCLE NORTH ,"(39.34301515, -76.66454367)",-76.66454367,39.34301515,vacant
4104,2811 EDGECOMBE CIRCLE NORTH ,"(39.34310347, -76.66184358)",-76.66184358,39.34310347,vacant
4105,4711 FALLS ROAD,"(39.34747428, -76.6410736)",-76.6410736,39.34747428,vacant
4106,1013 ROLAND HEIGHTS AVE,"(39.34215561, -76.63632716)",-76.63632716,39.34215561,vacant
4107,3239 BELAIR ROAD,"(39.3212284, -76.57369436)",-76.57369436,39.3212284,vacant
4108,3241 BELAIR ROAD,"(39.32126179, -76.57365533)",-76.57365533,39.32126179,vacant
4109,3125 BELAIR ROAD,"(39.32046888, -76.57459432)",-76.57459432,39.32046888,vacant
4110,3116 LAWNVIEW AVE,"(39.31993325, -76.57419175)",-76.57419175,39.31993325,vacant
4111,3127 CLIFTMONT AVE,"(39.31904583, -76.57471971)",-76.57471971,39.31904583,vacant
4112,3110 CLIFTMONT AVE,"(39.31949543, -76.57498962)",-76.57498962,39.31949543,vacant
4113,3130 CLIFTMONT AVE,"(39.31931393, -76.57432069)",-76.57432069,39.31931393,vacant
4114,5313 BEAUFORT AVE,"(39.34926223, -76.68234078)",-76.68234078,39.34926223,vacant
4115,3518 HAYWARD AVE,"(39.34883126, -76.68107915)",-76.68107915,39.34883126,vacant
4116,3514 HAYWARD AVE,"(39.34895717, -76.68088012)",-76.68088012,39.34895717,vacant
4117,5314 DENMORE AVE,"(39.34945659, -76.68140221)",-76.68140221,39.34945659,vacant
4118,5316 DENMORE AVE,"(39.34949545, -76.68154298)",-76.68154298,39.34949545,vacant
4119,5318 DENMORE AVE,"(39.34952993, -76.68166792)",-76.68166792,39.34952993,vacant
4120,5416 DENMORE AVE,"(39.35047141, -76.68325555)",-76.68325555,39.35047141,vacant
4121,5414 DENMORE AVE,"(39.35041686, -76.68319973)",-76.68319973,39.35041686,vacant
4122,5410 DENMORE AVE,"(39.35030285, -76.68310389)",-76.68310389,39.35030285,vacant
4123,5402 DENMORE AVE,"(39.35000112, -76.68282228)",-76.68282228,39.35000112,vacant
4124,3908 HAYWARD AVE,"(39.3467234, -76.68428599)",-76.68428599,39.3467234,vacant
4125,3910 HAYWARD AVE,"(39.3466921, -76.68433448)",-76.68433448,39.3466921,vacant
4126,5301 GIST AVE,"(39.34673907, -76.68470218)",-76.68470218,39.34673907,vacant
4127,4026 HAYWARD AVE,"(39.3458661, -76.68556445)",-76.68556445,39.3458661,vacant
4128,4030 HAYWARD AVE,"(39.34579492, -76.68567431)",-76.68567431,39.34579492,vacant
4129,4040 HAYWARD AVE,"(39.34559567, -76.6859634)",-76.6859634,39.34559567,vacant
4130,5442 PRICE AVE,"(39.34829823, -76.68824806)",-76.68824806,39.34829823,vacant
4131,5411 JONQUIL AVE,"(39.34888851, -76.6849568)",-76.6849568,39.34888851,vacant
4132,5410 GIST AVE,"(39.34810197, -76.6867236)",-76.6867236,39.34810197,vacant
4133,5323 BEAUFORT AVE,"(39.34963391, -76.68287604)",-76.68287604,39.34963391,vacant
4134,3719 W BELVEDERE AVE,"(39.34575053, -76.68040069)",-76.68040069,39.34575053,vacant
4135,3717 W BELVEDERE AVE,"(39.34577847, -76.68036139)",-76.68036139,39.34577847,vacant
4136,3715 W BELVEDERE AVE,"(39.34580113, -76.68032587)",-76.68032587,39.34580113,vacant
4137,3713 W BELVEDERE AVE,"(39.34582383, -76.68029041)",-76.68029041,39.34582383,vacant
4138,3711 W BELVEDERE AVE,"(39.3458465, -76.6802549)",-76.6802549,39.3458465,vacant
4139,3709 W BELVEDERE AVE,"(39.34586917, -76.68021939)",-76.68021939,39.34586917,vacant
4140,3707 W BELVEDERE AVE,"(39.34589184, -76.6801839)",-76.6801839,39.34589184,vacant
4141,3703 W BELVEDERE AVE,"(39.3459372, -76.68011292)",-76.68011292,39.3459372,vacant
4142,5102 LITCHFIELD AVE,"(39.34562021, -76.67992766)",-76.67992766,39.34562021,vacant
4143,3700 SPAULDING AVE,"(39.34552325, -76.67963171)",-76.67963171,39.34552325,vacant
4144,5348 MAPLE AVE,"(39.35194974, -76.67853004)",-76.67853004,39.35194974,vacant
4145,3323 W BELVEDERE AVE,"(39.34772264, -76.67716534)",-76.67716534,39.34772264,vacant
4146,3337 W BELVEDERE AVE,"(39.34750157, -76.67766438)",-76.67766438,39.34750157,vacant
4147,3339 W BELVEDERE AVE,"(39.34747342, -76.67770841)",-76.67770841,39.34747342,vacant
4148,3353 W BELVEDERE AVE,"(39.34728425, -76.67800457)",-76.67800457,39.34728425,vacant
4149,3326 SPAULDING AVE,"(39.34687335, -76.6775228)",-76.6775228,39.34687335,vacant
4150,3312 SPAULDING AVE,"(39.34716185, -76.67703211)",-76.67703211,39.34716185,vacant
4151,3306 SPAULDING AVE,"(39.34726787, -76.67686834)",-76.67686834,39.34726787,vacant
4152,5010 DENMORE AVE,"(39.34678965, -76.67550576)",-76.67550576,39.34678965,vacant
4153,5012 DENMORE AVE,"(39.34683423, -76.67555718)",-76.67555718,39.34683423,vacant
4154,3223 SPAULDING AVE,"(39.34720284, -76.67614404)",-76.67614404,39.34720284,vacant
4155,3329 SPAULDING AVE,"(39.34655854, -76.67706928)",-76.67706928,39.34655854,vacant
4156,5011 ELMER AVE,"(39.34637469, -76.67689611)",-76.67689611,39.34637469,vacant
4157,3328 W GARRISON AVE,"(39.34587291, -76.67657539)",-76.67657539,39.34587291,vacant
4158,5234 SAINT CHARLES AVE,"(39.3447791, -76.68371006)",-76.68371006,39.3447791,vacant
4159,5212 SAINT CHARLES AVE,"(39.34451029, -76.68324461)",-76.68324461,39.34451029,vacant
4160,5202 SAINT CHARLES AVE,"(39.34439567, -76.68304612)",-76.68304612,39.34439567,vacant
4161,5243 LINDEN HEIGHTS AVE,"(39.34487217, -76.68439593)",-76.68439593,39.34487217,vacant
4162,5207 SAINT CHARLES AVE,"(39.34474784, -76.68281022)",-76.68281022,39.34474784,vacant
4163,5233 SAINT CHARLES AVE,"(39.34504481, -76.68332444)",-76.68332444,39.34504481,vacant
4164,5235 SAINT CHARLES AVE,"(39.34506772, -76.68336418)",-76.68336418,39.34506772,vacant
4165,3700 W BELVEDERE AVE,"(39.34642341, -76.68056354)",-76.68056354,39.34642341,vacant
4166,3702 W BELVEDERE AVE,"(39.34639881, -76.68060076)",-76.68060076,39.34639881,vacant
4167,3706 W BELVEDERE AVE,"(39.34635162, -76.68067464)",-76.68067464,39.34635162,vacant
4168,3708 W BELVEDERE AVE,"(39.34632799, -76.6807116)",-76.6807116,39.34632799,vacant
4169,3710 W BELVEDERE AVE,"(39.34630435, -76.6807487)",-76.6807487,39.34630435,vacant
4170,3506 W BELVEDERE AVE,"(39.34723201, -76.67929629)",-76.67929629,39.34723201,vacant
4171,3508 W BELVEDERE AVE,"(39.34720864, -76.67933284)",-76.67933284,39.34720864,vacant
4172,3510 W BELVEDERE AVE,"(39.34718494, -76.67936998)",-76.67936998,39.34718494,vacant
4173,3524 W BELVEDERE AVE,"(39.34702003, -76.6796282)",-76.6796282,39.34702003,vacant
4174,3526 W BELVEDERE AVE,"(39.34699723, -76.6796639)",-76.6796639,39.34699723,vacant
4175,4019 W BELVEDERE AVE,"(39.3435032, -76.68260612)",-76.68260612,39.3435032,vacant
4176,4004 W GARRISON AVE,"(39.34300312, -76.68125381)",-76.68125381,39.34300312,vacant
4177,5105 LINDEN HEIGHTS AVE,"(39.34305391, -76.68181521)",-76.68181521,39.34305391,vacant
4178,3904 W GARRISON AVE,"(39.34342498, -76.68051248)",-76.68051248,39.34342498,vacant
4179,3910 W GARRISON AVE,"(39.34333973, -76.68066227)",-76.68066227,39.34333973,vacant
4180,3916 W GARRISON AVE,"(39.34325461, -76.68081191)",-76.68081191,39.34325461,vacant
4181,3818 W GARRISON AVE,"(39.34359427, -76.68021564)",-76.68021564,39.34359427,vacant
4182,3810 W GARRISON AVE,"(39.34372868, -76.67997698)",-76.67997698,39.34372868,vacant
4183,5000 CORDELIA AVE,"(39.34399259, -76.67993749)",-76.67993749,39.34399259,vacant
4184,5010 CORDELIA AVE,"(39.34423139, -76.68016153)",-76.68016153,39.34423139,vacant
4185,5016 CORDELIA AVE,"(39.3443852, -76.68028464)",-76.68028464,39.3443852,vacant
4186,5105 CORDELIA AVE,"(39.34493072, -76.68034033)",-76.68034033,39.34493072,vacant
4187,5107 CORDELIA AVE,"(39.34496698, -76.68040299)",-76.68040299,39.34496698,vacant
4188,5109 CORDELIA AVE,"(39.34500266, -76.68046501)",-76.68046501,39.34500266,vacant
4189,6130 MACBETH DR,"(39.36890911, -76.59788363)",-76.59788363,39.36890911,vacant
4190,2818 MONTEBELLO TERR,"(39.34202311, -76.57504731)",-76.57504731,39.34202311,vacant
4191,4145 MARX AVE,"(39.33252803, -76.56082082)",-76.56082082,39.33252803,vacant
4192,701 BENNINGHAUS ROAD,"(39.35964593, -76.60676366)",-76.60676366,39.35964593,vacant
4193,508 WINSTON AVE,"(39.35032075, -76.60894989)",-76.60894989,39.35032075,vacant
4194,544 WINSTON AVE,"(39.35026962, -76.60780456)",-76.60780456,39.35026962,vacant
4195,2914 BERWICK AVE,"(39.36528797, -76.55286987)",-76.55286987,39.36528797,vacant
4196,3680 KENYON AVE,"(39.31799645, -76.56186512)",-76.56186512,39.31799645,vacant
4197,4230 SHELDON AVE,"(39.32826673, -76.56386133)",-76.56386133,39.32826673,vacant
4198,21 N CLINTON ST,"(39.29325665, -76.57070658)",-76.57070658,39.29325665,vacant
4199,3628 ESTHER PL,"(39.29455143, -76.5667973)",-76.5667973,39.29455143,vacant
4200,3601 PULASKI HWY,"(39.29608864, -76.56764452)",-76.56764452,39.29608864,vacant
4201,3603 PULASKI HWY,"(39.29609897, -76.56759421)",-76.56759421,39.29609897,vacant
4202,3615 PULASKI HWY,"(39.29612699, -76.56727956)",-76.56727956,39.29612699,vacant
4203,3623 PULASKI HWY,"(39.29614489, -76.56707153)",-76.56707153,39.29614489,vacant
4204,3625 PULASKI HWY,"(39.29615464, -76.5670187)",-76.5670187,39.29615464,vacant
4205,3520 E FAYETTE ST,"(39.295155, -76.56821167)",-76.56821167,39.295155,vacant
4206,3530 E FAYETTE ST,"(39.295167, -76.56796224)",-76.56796224,39.295167,vacant
4207,200 N CONKLING ST,"(39.29534215, -76.56801566)",-76.56801566,39.29534215,vacant
4208,204 N CONKLING ST,"(39.29542207, -76.56801862)",-76.56801862,39.29542207,vacant
4209,3526 ESTHER PL,"(39.29449915, -76.56797116)",-76.56797116,39.29449915,vacant
4210,3410 ESTHER PL,"(39.29446431, -76.56886236)",-76.56886236,39.29446431,vacant
4211,411 NORTH BEND ROAD,"(39.28515571, -76.70859643)",-76.70859643,39.28515571,vacant
4212,413 NORTH BEND ROAD,"(39.28507683, -76.7089995)",-76.7089995,39.28507683,vacant
4213,415 NORTH BEND ROAD,"(39.28551256, -76.70889514)",-76.70889514,39.28551256,vacant
4214,4708 FREDERICK AVE,"(39.28169976, -76.69339319)",-76.69339319,39.28169976,vacant
4215,4711 AMBERLEY AVE,"(39.28199468, -76.69344865)",-76.69344865,39.28199468,vacant
4216,15 S WICKHAM ROAD,"(39.28305495, -76.69553225)",-76.69553225,39.28305495,vacant
4217,8 N TREMONT ROAD,"(39.28370643, -76.69519354)",-76.69519354,39.28370643,vacant
4218,17 N TREMONT ROAD,"(39.28402779, -76.694714)",-76.694714,39.28402779,vacant
4219,4535 PEN LUCY ROAD,"(39.2867313, -76.69273931)",-76.69273931,39.2867313,vacant
4220,4523 MANORVIEW ROAD,"(39.28626175, -76.69186829)",-76.69186829,39.28626175,vacant
4221,46 UPMANOR ROAD,"(39.28713907, -76.69013951)",-76.69013951,39.28713907,vacant
4222,4411 ADELLE TERR,"(39.2818707, -76.69033622)",-76.69033622,39.2818707,vacant
