,BuildingAddress,Location,longitude,latitude,type
15383,5301 CUTHBERT AVE,"(39.34813447, -76.68249481)",-76.68249481,39.34813447,vacant
15384,5307 CUTHBERT AVE,"(39.3482335, -76.68259713)",-76.68259713,39.3482335,vacant
15385,5327 CUTHBERT AVE,"(39.34855034, -76.68293368)",-76.68293368,39.34855034,vacant
15386,5354 CUTHBERT AVE,"(39.3486789, -76.68374891)",-76.68374891,39.3486789,vacant
15387,5346 CUTHBERT AVE,"(39.34850913, -76.68356813)",-76.68356813,39.34850913,vacant
15388,5311 CORDELIA AVE,"(39.34782542, -76.68341823)",-76.68341823,39.34782542,vacant
15389,3904 HAYWARD AVE,"(39.34678614, -76.68418888)",-76.68418888,39.34678614,vacant
15390,5113 CORDELIA AVE,"(39.34507317, -76.68058732)",-76.68058732,39.34507317,vacant
15391,5117 CORDELIA AVE,"(39.34514738, -76.6807135)",-76.6807135,39.34514738,vacant
15392,3702 SPAULDING AVE,"(39.34547971, -76.67969992)",-76.67969992,39.34547971,vacant
15393,3704 SPAULDING AVE,"(39.34544324, -76.67975739)",-76.67975739,39.34544324,vacant
15394,3706 SPAULDING AVE,"(39.34540722, -76.67981421)",-76.67981421,39.34540722,vacant
15395,3708 SPAULDING AVE,"(39.34537131, -76.67987079)",-76.67987079,39.34537131,vacant
15396,3720 W GARRISON AVE,"(39.34423756, -76.67913769)",-76.67913769,39.34423756,vacant
15397,3718 W GARRISON AVE,"(39.34426418, -76.67907334)",-76.67907334,39.34426418,vacant
15398,3706 W GARRISON AVE,"(39.34447189, -76.67876605)",-76.67876605,39.34447189,vacant
15399,3704 W GARRISON AVE,"(39.34450493, -76.67871455)",-76.67871455,39.34450493,vacant
15400,4915 LITCHFIELD AVE,"(39.34423145, -76.67776145)",-76.67776145,39.34423145,vacant
15401,4909 LITCHFIELD AVE,"(39.3441128, -76.67763659)",-76.67763659,39.3441128,vacant
15402,4905 LITCHFIELD AVE,"(39.3440317, -76.67755094)",-76.67755094,39.3440317,vacant
15403,3626 OAKMONT AVE,"(39.34377645, -76.67726437)",-76.67726437,39.34377645,vacant
15404,3622 OAKMONT AVE,"(39.34387531, -76.67722069)",-76.67722069,39.34387531,vacant
15405,3620 OAKMONT AVE,"(39.34392507, -76.67719871)",-76.67719871,39.34392507,vacant
15406,3612 OAKMONT AVE,"(39.34412242, -76.67711158)",-76.67711158,39.34412242,vacant
15407,3608 OAKMONT AVE,"(39.34422097, -76.67706807)",-76.67706807,39.34422097,vacant
15408,3600 OAKMONT AVE,"(39.3444488, -76.67698747)",-76.67698747,39.3444488,vacant
15409,4902 BEAUFORT AVE,"(39.34457034, -76.67722409)",-76.67722409,39.34457034,vacant
15410,3624 W GARRISON AVE,"(39.34474839, -76.678335)",-76.678335,39.34474839,vacant
15411,3622 W GARRISON AVE,"(39.34478071, -76.67828459)",-76.67828459,39.34478071,vacant
15412,3620 W GARRISON AVE,"(39.34481391, -76.67823282)",-76.67823282,39.34481391,vacant
15413,3616 W GARRISON AVE,"(39.34488018, -76.67812951)",-76.67812951,39.34488018,vacant
15414,3317 PATON AVE,"(39.34876297, -76.67747359)",-76.67747359,39.34876297,vacant
15415,5209 ELMER AVE,"(39.34848824, -76.67868665)",-76.67868665,39.34848824,vacant
15416,5215 ELMER AVE,"(39.34858661, -76.67916867)",-76.67916867,39.34858661,vacant
15417,5200 ELMER AVE,"(39.34787083, -76.67873738)",-76.67873738,39.34787083,vacant
15418,5201 DENMORE AVE,"(39.3489555, -76.67810818)",-76.67810818,39.3489555,vacant
15419,3719 W GARRISON AVE,"(39.34392212, -76.67873154)",-76.67873154,39.34392212,vacant
15420,3708 ARCADIA AVE,"(39.34362582, -76.67832936)",-76.67832936,39.34362582,vacant
15421,4909 CORDELIA AVE,"(39.34349854, -76.67881404)",-76.67881404,39.34349854,vacant
15422,3512 OAKMONT AVE,"(39.34482546, -76.67677852)",-76.67677852,39.34482546,vacant
15423,3516 OAKMONT AVE,"(39.34472411, -76.67682784)",-76.67682784,39.34472411,vacant
15424,3518 OAKMONT AVE,"(39.34464408, -76.67680718)",-76.67680718,39.34464408,vacant
15425,3509 W GARRISON AVE,"(39.34513037, -76.67690657)",-76.67690657,39.34513037,vacant
15426,4835 REISTERSTOWN ROAD,"(39.34214031, -76.67690266)",-76.67690266,39.34214031,vacant
15427,3723 OAKMONT AVE,"(39.34281986, -76.67710627)",-76.67710627,39.34281986,vacant
15428,3627 OAKMONT AVE,"(39.34346923, -76.67682066)",-76.67682066,39.34346923,vacant
15429,3608 MANCHESTER AVE,"(39.34393427, -76.67617147)",-76.67617147,39.34393427,vacant
15430,3616 MANCHESTER AVE,"(39.34378235, -76.67619299)",-76.67619299,39.34378235,vacant
15431,3702 MANCHESTER AVE,"(39.34317156, -76.67644952)",-76.67644952,39.34317156,vacant
15432,3704 MANCHESTER AVE,"(39.34312847, -76.67647118)",-76.67647118,39.34312847,vacant
15433,3706 MANCHESTER AVE,"(39.34308411, -76.67648861)",-76.67648861,39.34308411,vacant
15434,3724 MANCHESTER AVE,"(39.34268608, -76.67666285)",-76.67666285,39.34268608,vacant
15435,3730 MANCHESTER AVE,"(39.34255351, -76.67672034)",-76.67672034,39.34255351,vacant
15436,3734 MANCHESTER AVE,"(39.34246515, -76.67675864)",-76.67675864,39.34246515,vacant
15437,3740 MANCHESTER AVE,"(39.34233073, -76.67680641)",-76.67680641,39.34233073,vacant
15438,3531 OAKMONT AVE,"(39.34441378, -76.67640144)",-76.67640144,39.34441378,vacant
15439,3511 OAKMONT AVE,"(39.34514526, -76.67607896)",-76.67607896,39.34514526,vacant
15440,3501 OAKMONT AVE,"(39.34553784, -76.67590084)",-76.67590084,39.34553784,vacant
15441,4800 WILERN AVE,"(39.34407837, -76.67464317)",-76.67464317,39.34407837,vacant
15442,3711 HAYWARD AVE,"(39.34713444, -76.68265208)",-76.68265208,39.34713444,vacant
15443,5222 CUTHBERT AVE,"(39.34709324, -76.68209716)",-76.68209716,39.34709324,vacant
15444,5205 CUTHBERT AVE,"(39.34684596, -76.68080033)",-76.68080033,39.34684596,vacant
15445,5209 CUTHBERT AVE,"(39.34689032, -76.68114448)",-76.68114448,39.34689032,vacant
15446,5227 CUTHBERT AVE,"(39.3472673, -76.68155196)",-76.68155196,39.3472673,vacant
15447,3605 HAYWARD AVE,"(39.34781302, -76.68160335)",-76.68160335,39.34781302,vacant
15448,5202 BEAUFORT AVE,"(39.34700028, -76.68030549)",-76.68030549,39.34700028,vacant
15449,3602 W BELVEDERE AVE,"(39.3468374, -76.67991409)",-76.67991409,39.3468374,vacant
15450,3606 W BELVEDERE AVE,"(39.34678978, -76.6799887)",-76.6799887,39.34678978,vacant
15451,3608 W BELVEDERE AVE,"(39.34676672, -76.68002478)",-76.68002478,39.34676672,vacant
15452,3624 W BELVEDERE AVE,"(39.34657841, -76.68031955)",-76.68031955,39.34657841,vacant
15453,3626 W BELVEDERE AVE,"(39.34655389, -76.68035796)",-76.68035796,39.34655389,vacant
15454,3628 W BELVEDERE AVE,"(39.34652984, -76.68039493)",-76.68039493,39.34652984,vacant
15455,5203 BEAUFORT AVE,"(39.34725372, -76.67993357)",-76.67993357,39.34725372,vacant
15456,5205 BEAUFORT AVE,"(39.34728832, -76.68008985)",-76.68008985,39.34728832,vacant
15457,5207 BEAUFORT AVE,"(39.34731965, -76.68023754)",-76.68023754,39.34731965,vacant
15458,3509 HAYWARD AVE,"(39.34871615, -76.68021531)",-76.68021531,39.34871615,vacant
15459,5220 FLORENCE AVE,"(39.34835738, -76.67985435)",-76.67985435,39.34835738,vacant
15460,5218 FLORENCE AVE,"(39.34825719, -76.67974512)",-76.67974512,39.34825719,vacant
15461,3212 W BELVEDERE AVE,"(39.34862614, -76.67711514)",-76.67711514,39.34862614,vacant
15462,3310 W BELVEDERE AVE,"(39.34837945, -76.67749966)",-76.67749966,39.34837945,vacant
15463,4730 PARK HEIGHTS AVE,"(39.34456986, -76.67121984)",-76.67121984,39.34456986,vacant
15464,4732 PARK HEIGHTS AVE,"(39.34460068, -76.67124881)",-76.67124881,39.34460068,vacant
15465,4734 PARK HEIGHTS AVE,"(39.34463145, -76.67127776)",-76.67127776,39.34463145,vacant
15466,4736 PARK HEIGHTS AVE,"(39.34466283, -76.67130731)",-76.67130731,39.34466283,vacant
15467,4738 PARK HEIGHTS AVE,"(39.34469585, -76.67133826)",-76.67133826,39.34469585,vacant
15468,4740 PARK HEIGHTS AVE,"(39.34472656, -76.67136722)",-76.67136722,39.34472656,vacant
15469,4742 PARK HEIGHTS AVE,"(39.34475554, -76.67139431)",-76.67139431,39.34475554,vacant
15470,4744 PARK HEIGHTS AVE,"(39.34478758, -76.67142406)",-76.67142406,39.34478758,vacant
15471,4750 PARK HEIGHTS AVE,"(39.34488301, -76.6715095)",-76.6715095,39.34488301,vacant
15472,4715 PARK HEIGHTS AVE,"(39.34470441, -76.67029863)",-76.67029863,39.34470441,vacant
15473,5004 BEAUFORT AVE,"(39.34534966, -76.67812729)",-76.67812729,39.34534966,vacant
15474,3609 SPAULDING AVE,"(39.34558228, -76.67859509)",-76.67859509,39.34558228,vacant
15475,3611 SPAULDING AVE,"(39.34554429, -76.67865443)",-76.67865443,39.34554429,vacant
15476,3623 SPAULDING AVE,"(39.34530387, -76.67902956)",-76.67902956,39.34530387,vacant
15477,3603 W BELVEDERE AVE,"(39.34655086, -76.67924675)",-76.67924675,39.34655086,vacant
15478,3619 W BELVEDERE AVE,"(39.34631446, -76.67952225)",-76.67952225,39.34631446,vacant
15479,3629 W BELVEDERE AVE,"(39.34618821, -76.6797199)",-76.6797199,39.34618821,vacant
15480,5105 LITCHFIELD AVE,"(39.34595582, -76.67952116)",-76.67952116,39.34595582,vacant
15481,3612 SPAULDING AVE,"(39.34586552, -76.67909753)",-76.67909753,39.34586552,vacant
15482,3610 SPAULDING AVE,"(39.34590359, -76.67903809)",-76.67903809,39.34590359,vacant
15483,3608 SPAULDING AVE,"(39.34594237, -76.67897752)",-76.67897752,39.34594237,vacant
15484,3606 SPAULDING AVE,"(39.34598108, -76.67891708)",-76.67891708,39.34598108,vacant
15485,3503 W BELVEDERE AVE,"(39.34709817, -76.67829595)",-76.67829595,39.34709817,vacant
15486,3505 W BELVEDERE AVE,"(39.34707278, -76.67833568)",-76.67833568,39.34707278,vacant
15487,3513 W BELVEDERE AVE,"(39.34697229, -76.67849306)",-76.67849306,39.34697229,vacant
15488,3515 W BELVEDERE AVE,"(39.34694732, -76.67853213)",-76.67853213,39.34694732,vacant
15489,3517 W BELVEDERE AVE,"(39.34692229, -76.67857129)",-76.67857129,39.34692229,vacant
15490,3523 W BELVEDERE AVE,"(39.34684766, -76.67868818)",-76.67868818,39.34684766,vacant
15491,3527 W BELVEDERE AVE,"(39.34679793, -76.67876601)",-76.67876601,39.34679793,vacant
15492,3529 W BELVEDERE AVE,"(39.34677315, -76.67880485)",-76.67880485,39.34677315,vacant
15493,3535 W BELVEDERE AVE,"(39.34669918, -76.67892062)",-76.67892062,39.34669918,vacant
15494,3537 W BELVEDERE AVE,"(39.34666832, -76.6789686)",-76.6789686,39.34666832,vacant
15495,5105 BEAUFORT AVE,"(39.34656772, -76.67863653)",-76.67863653,39.34656772,vacant
15496,5103 BEAUFORT AVE,"(39.3465051, -76.67857026)",-76.67857026,39.3465051,vacant
15497,3508 SPAULDING AVE,"(39.34649459, -76.67811498)",-76.67811498,39.34649459,vacant
15498,5102 ELMER AVE,"(39.34679256, -76.67812228)",-76.67812228,39.34679256,vacant
15499,3517 SPAULDING AVE,"(39.34593865, -76.6780475)",-76.6780475,39.34593865,vacant
15500,3526 W GARRISON AVE,"(39.34528069, -76.67750477)",-76.67750477,39.34528069,vacant
15501,3522 W GARRISON AVE,"(39.34535192, -76.67739394)",-76.67739394,39.34535192,vacant
15502,3510 W GARRISON AVE,"(39.34556611, -76.67705997)",-76.67705997,39.34556611,vacant
15503,3502 W GARRISON AVE,"(39.34571055, -76.67683476)",-76.67683476,39.34571055,vacant
15504,3326 W GARRISON AVE,"(39.34591866, -76.67650387)",-76.67650387,39.34591866,vacant
15505,3322 W GARRISON AVE,"(39.34600183, -76.67637321)",-76.67637321,39.34600183,vacant
15506,3320 W GARRISON AVE,"(39.34605571, -76.67630544)",-76.67630544,39.34605571,vacant
15507,3312 W GARRISON AVE,"(39.34620518, -76.67605926)",-76.67605926,39.34620518,vacant
15508,5021 DENMORE AVE,"(39.34740315, -76.67526687)",-76.67526687,39.34740315,vacant
15509,5019 DENMORE AVE,"(39.34736712, -76.67522215)",-76.67522215,39.34736712,vacant
15510,3226 W GARRISON AVE,"(39.34704889, -76.67471877)",-76.67471877,39.34704889,vacant
15511,3216 W GARRISON AVE,"(39.34727327, -76.67439711)",-76.67439711,39.34727327,vacant
15512,3212 W GARRISON AVE,"(39.34734037, -76.67429073)",-76.67429073,39.34734037,vacant
15513,3115 W BELVEDERE AVE,"(39.34937223, -76.67453264)",-76.67453264,39.34937223,vacant
15514,3113 W BELVEDERE AVE,"(39.34941268, -76.67446383)",-76.67446383,39.34941268,vacant
15515,3106 W GARRISON AVE,"(39.34807791, -76.67281677)",-76.67281677,39.34807791,vacant
15516,3112 W GARRISON AVE,"(39.34797956, -76.67298638)",-76.67298638,39.34797956,vacant
15517,3114 W GARRISON AVE,"(39.34794604, -76.67307254)",-76.67307254,39.34794604,vacant
15518,5030 PALMER AVE,"(39.34846225, -76.6736369)",-76.6736369,39.34846225,vacant
15519,5026 PALMER AVE,"(39.34845514, -76.67350027)",-76.67350027,39.34845514,vacant
15520,5022 PALMER AVE,"(39.34845494, -76.6733689)",-76.6733689,39.34845494,vacant
15521,5014 PALMER AVE,"(39.34839876, -76.67313447)",-76.67313447,39.34839876,vacant
15522,5012 PALMER AVE,"(39.34837614, -76.67308257)",-76.67308257,39.34837614,vacant
15523,3024 SPAULDING AVE,"(39.34967748, -76.67299616)",-76.67299616,39.34967748,vacant
15524,3039 W BELVEDERE AVE,"(39.3499559, -76.67345341)",-76.67345341,39.3499559,vacant
15525,3035 W BELVEDERE AVE,"(39.35005312, -76.67334144)",-76.67334144,39.35005312,vacant
15526,3027 W BELVEDERE AVE,"(39.35015332, -76.67315848)",-76.67315848,39.35015332,vacant
15527,5100 QUEENSBERRY AVE,"(39.3499323, -76.67210169)",-76.67210169,39.3499323,vacant
15528,5118 QUEENSBERRY AVE,"(39.35044456, -76.67249657)",-76.67249657,39.35044456,vacant
15529,3000 W GARRISON AVE,"(39.34882592, -76.67153697)",-76.67153697,39.34882592,vacant
15530,3002 W GARRISON AVE,"(39.34879091, -76.67157694)",-76.67157694,39.34879091,vacant
15531,3006 W GARRISON AVE,"(39.34873913, -76.67165744)",-76.67165744,39.34873913,vacant
15532,3010 W GARRISON AVE,"(39.34869312, -76.67174356)",-76.67174356,39.34869312,vacant
15533,3040 W GARRISON AVE,"(39.3482786, -76.67244244)",-76.67244244,39.3482786,vacant
15534,5003 PALMER AVE,"(39.3485564, -76.67243705)",-76.67243705,39.3485564,vacant
15535,5015 PALMER AVE,"(39.34872036, -76.67284786)",-76.67284786,39.34872036,vacant
15536,5017 PALMER AVE,"(39.34875431, -76.67290158)",-76.67290158,39.34875431,vacant
15537,5021 PALMER AVE,"(39.34881382, -76.67301465)",-76.67301465,39.34881382,vacant
15538,3069 SPAULDING AVE,"(39.34877811, -76.67359067)",-76.67359067,39.34877811,vacant
15539,3065 SPAULDING AVE,"(39.34885297, -76.67346436)",-76.67346436,39.34885297,vacant
15540,3063 SPAULDING AVE,"(39.34887512, -76.67342379)",-76.67342379,39.34887512,vacant
15541,3045 SPAULDING AVE,"(39.3490758, -76.67305569)",-76.67305569,39.3490758,vacant
15542,3043 SPAULDING AVE,"(39.3490978, -76.67301528)",-76.67301528,39.3490978,vacant
15543,3041 SPAULDING AVE,"(39.3491209, -76.67297295)",-76.67297295,39.3491209,vacant
15544,3029 SPAULDING AVE,"(39.34927894, -76.67268286)",-76.67268286,39.34927894,vacant
15545,3025 SPAULDING AVE,"(39.3493452, -76.67256266)",-76.67256266,39.3493452,vacant
15546,3023 SPAULDING AVE,"(39.34937672, -76.67250548)",-76.67250548,39.34937672,vacant
15547,5000 QUEENSBERRY AVE,"(39.34880339, -76.67126016)",-76.67126016,39.34880339,vacant
15548,5010 QUEENSBERRY AVE,"(39.34906299, -76.67145333)",-76.67145333,39.34906299,vacant
15549,5024 QUEENSBERRY AVE,"(39.34942265, -76.67172117)",-76.67172117,39.34942265,vacant
15550,5119 QUEENSBERRY AVE,"(39.35059279, -76.67201693)",-76.67201693,39.35059279,vacant
15551,5115 CHALGROVE AVE,"(39.35075644, -76.67116322)",-76.67116322,39.35075644,vacant
15552,5100 PEMBRIDGE AVE,"(39.35059421, -76.67062329)",-76.67062329,39.35059421,vacant
15553,5108 PEMBRIDGE AVE,"(39.35078397, -76.67076556)",-76.67076556,39.35078397,vacant
15554,5122 PEMBRIDGE AVE,"(39.35109543, -76.67099614)",-76.67099614,39.35109543,vacant
15555,5115 WOOLVERTON AVE,"(39.35168521, -76.66994301)",-76.66994301,39.35168521,vacant
15556,5017 CHALGROVE AVE,"(39.34962995, -76.67032218)",-76.67032218,39.34962995,vacant
15557,5012 PEMBRIDGE AVE,"(39.34969454, -76.66995178)",-76.66995178,39.34969454,vacant
15558,5013 QUEENSBERRY AVE,"(39.34930707, -76.67106198)",-76.67106198,39.34930707,vacant
15559,5025 QUEENSBERRY AVE,"(39.34961499, -76.67129404)",-76.67129404,39.34961499,vacant
15560,5035 QUEENSBERRY AVE,"(39.34986894, -76.67149174)",-76.67149174,39.34986894,vacant
15561,5037 QUEENSBERRY AVE,"(39.34992182, -76.67153205)",-76.67153205,39.34992182,vacant
15562,3704 OAKMONT AVE,"(39.34305727, -76.67759036)",-76.67759036,39.34305727,vacant
15563,3714 OAKMONT AVE,"(39.34277136, -76.67771606)",-76.67771606,39.34277136,vacant
15564,3716 OAKMONT AVE,"(39.34271384, -76.67774132)",-76.67774132,39.34271384,vacant
15565,3718 OAKMONT AVE,"(39.3426571, -76.67776628)",-76.67776628,39.3426571,vacant
15566,3720 OAKMONT AVE,"(39.34259977, -76.67779147)",-76.67779147,39.34259977,vacant
15567,3722 OAKMONT AVE,"(39.34254247, -76.67781665)",-76.67781665,39.34254247,vacant
15568,4907 REISTERSTOWN ROAD,"(39.34241791, -76.67802713)",-76.67802713,39.34241791,vacant
15569,4805 CORDELIA AVE,"(39.34273631, -76.6780949)",-76.6780949,39.34273631,vacant
15570,4819 CORDELIA AVE,"(39.34295824, -76.67830261)",-76.67830261,39.34295824,vacant
15571,3709 ARCADIA AVE,"(39.34333432, -76.67803429)",-76.67803429,39.34333432,vacant
15572,3701 ARCADIA AVE,"(39.34344363, -76.67785759)",-76.67785759,39.34344363,vacant
15573,4914 LITCHFIELD AVE,"(39.34357618, -76.67769944)",-76.67769944,39.34357618,vacant
15574,4908 CORDELIA AVE,"(39.34311817, -76.6791111)",-76.6791111,39.34311817,vacant
15575,3919 W GARRISON AVE,"(39.34289365, -76.680549)",-76.680549,39.34289365,vacant
15576,4001 W GARRISON AVE,"(39.34272592, -76.68084204)",-76.68084204,39.34272592,vacant
15577,4025 W GARRISON AVE,"(39.34238637, -76.68144042)",-76.68144042,39.34238637,vacant
15578,4027 W GARRISON AVE,"(39.34235842, -76.68149102)",-76.68149102,39.34235842,vacant
15579,4807 WILERN AVE,"(39.34440585, -76.67435561)",-76.67435561,39.34440585,vacant
15580,4815 WILERN AVE,"(39.34446888, -76.67459692)",-76.67459692,39.34446888,vacant
15581,4817 WILERN AVE,"(39.34448845, -76.67465562)",-76.67465562,39.34448845,vacant
15582,4831 WILERN AVE,"(39.34469771, -76.6750731)",-76.6750731,39.34469771,vacant
15583,4837 WILERN AVE,"(39.3447834, -76.67522821)",-76.67522821,39.3447834,vacant
15584,4800 PARK HEIGHTS AVE,"(39.34517942, -76.67167166)",-76.67167166,39.34517942,vacant
15585,4806 PARK HEIGHTS AVE,"(39.34532548, -76.67192103)",-76.67192103,39.34532548,vacant
15586,4808 PARK HEIGHTS AVE,"(39.34535668, -76.67194805)",-76.67194805,39.34535668,vacant
15587,4810 PARK HEIGHTS AVE,"(39.34538529, -76.67197524)",-76.67197524,39.34538529,vacant
15588,4812 PARK HEIGHTS AVE,"(39.34545404, -76.67196902)",-76.67196902,39.34545404,vacant
15589,4816 PARK HEIGHTS AVE,"(39.34557991, -76.67217177)",-76.67217177,39.34557991,vacant
15590,4818 PARK HEIGHTS AVE,"(39.34562418, -76.67221883)",-76.67221883,39.34562418,vacant
15591,4826 PARK HEIGHTS AVE,"(39.3458037, -76.67240998)",-76.67240998,39.3458037,vacant
15592,4828 PARK HEIGHTS AVE,"(39.3458878, -76.67249969)",-76.67249969,39.3458878,vacant
15593,4832 PARK HEIGHTS AVE,"(39.34596965, -76.67258697)",-76.67258697,39.34596965,vacant
15594,4802 WILERN AVE,"(39.34410699, -76.67472444)",-76.67472444,39.34410699,vacant
15595,4804 WILERN AVE,"(39.34412532, -76.67478382)",-76.67478382,39.34412532,vacant
15596,4806 WILERN AVE,"(39.34414388, -76.67484374)",-76.67484374,39.34414388,vacant
15597,4828 WILERN AVE,"(39.34445229, -76.67544331)",-76.67544331,39.34445229,vacant
15598,4837 BEAUFORT AVE,"(39.34420821, -76.67561985)",-76.67561985,39.34420821,vacant
15599,4713 BEAUFORT AVE,"(39.34358766, -76.67389214)",-76.67389214,39.34358766,vacant
15600,4721 BEAUFORT AVE,"(39.34365565, -76.67413269)",-76.67413269,39.34365565,vacant
15601,4708 WILERN AVE,"(39.3444577, -76.67347958)",-76.67347958,39.3444577,vacant
15602,4710 WILERN AVE,"(39.344421, -76.67352276)",-76.67352276,39.344421,vacant
15603,4712 WILERN AVE,"(39.34438457, -76.67356562)",-76.67356562,39.34438457,vacant
15604,4716 WILERN AVE,"(39.34431139, -76.67365175)",-76.67365175,39.34431139,vacant
15605,4724 WILERN AVE,"(39.34416544, -76.6738243)",-76.6738243,39.34416544,vacant
15606,4728 WILERN AVE,"(39.34404148, -76.67395408)",-76.67395408,39.34404148,vacant
15607,4734 WILERN AVE,"(39.34400797, -76.67416336)",-76.67416336,39.34400797,vacant
15608,4740 WILERN AVE,"(39.34398131, -76.67437173)",-76.67437173,39.34398131,vacant
15609,3410 WOODLAND AVE,"(39.34255763, -76.67356393)",-76.67356393,39.34255763,vacant
15610,3502 WOODLAND AVE,"(39.34229929, -76.67366943)",-76.67366943,39.34229929,vacant
15611,3504 WOODLAND AVE,"(39.34226191, -76.67368469)",-76.67368469,39.34226191,vacant
15612,3506 WOODLAND AVE,"(39.34222502, -76.67369974)",-76.67369974,39.34222502,vacant
15613,3508 WOODLAND AVE,"(39.34218953, -76.67371426)",-76.67371426,39.34218953,vacant
15614,3510 WOODLAND AVE,"(39.34215296, -76.67372924)",-76.67372924,39.34215296,vacant
15615,3512 WOODLAND AVE,"(39.34211548, -76.67374449)",-76.67374449,39.34211548,vacant
15616,3514 WOODLAND AVE,"(39.34207916, -76.6737593)",-76.6737593,39.34207916,vacant
15617,3516 WOODLAND AVE,"(39.34204221, -76.67377445)",-76.67377445,39.34204221,vacant
15618,3520 WOODLAND AVE,"(39.34196738, -76.67380481)",-76.67380481,39.34196738,vacant
15619,3522 WOODLAND AVE,"(39.34192322, -76.67382305)",-76.67382305,39.34192322,vacant
15620,3501 LUCILLE AVE,"(39.34324061, -76.67373032)",-76.67373032,39.34324061,vacant
15621,3503 LUCILLE AVE,"(39.34318386, -76.67375526)",-76.67375526,39.34318386,vacant
15622,3507 LUCILLE AVE,"(39.3430899, -76.67379661)",-76.67379661,39.3430899,vacant
15623,3517 LUCILLE AVE,"(39.3428506, -76.67390179)",-76.67390179,39.3428506,vacant
15624,3523 LUCILLE AVE,"(39.3427073, -76.67396477)",-76.67396477,39.3427073,vacant
15625,3525 LUCILLE AVE,"(39.34266087, -76.6739852)",-76.6739852,39.34266087,vacant
15626,4834 PARK HEIGHTS AVE,"(39.34600942, -76.67262948)",-76.67262948,39.34600942,vacant
15627,3202 WOODLAND AVE,"(39.34513297, -76.67193129)",-76.67193129,39.34513297,vacant
15628,4977 EDGEMERE AVE,"(39.34576606, -76.675416)",-76.675416,39.34576606,vacant
15629,4975 EDGEMERE AVE,"(39.34574205, -76.67536727)",-76.67536727,39.34574205,vacant
15630,4973 EDGEMERE AVE,"(39.34571795, -76.67531863)",-76.67531863,39.34571795,vacant
15631,4971 EDGEMERE AVE,"(39.3456938, -76.67526969)",-76.67526969,39.3456938,vacant
15632,4963 EDGEMERE AVE,"(39.34561591, -76.6750664)",-76.6750664,39.34561591,vacant
15633,4959 EDGEMERE AVE,"(39.34556839, -76.67497143)",-76.67497143,39.34556839,vacant
15634,4949 EDGEMERE AVE,"(39.34540108, -76.6746787)",-76.6746787,39.34540108,vacant
15635,4947 EDGEMERE AVE,"(39.34537138, -76.67462805)",-76.67462805,39.34537138,vacant
15636,4945 EDGEMERE AVE,"(39.34534108, -76.67457645)",-76.67457645,39.34534108,vacant
15637,4937 EDGEMERE AVE,"(39.34522182, -76.6743732)",-76.6743732,39.34522182,vacant
15638,4927 EDGEMERE AVE,"(39.34506976, -76.67407763)",-76.67407763,39.34506976,vacant
15639,4909 EDGEMERE AVE,"(39.34485006, -76.67357989)",-76.67357989,39.34485006,vacant
15640,4907 EDGEMERE AVE,"(39.34482415, -76.67352563)",-76.67352563,39.34482415,vacant
15641,3303 W GARRISON AVE,"(39.34644668, -76.6748136)",-76.6748136,39.34644668,vacant
15642,3307 W GARRISON AVE,"(39.34638173, -76.67491258)",-76.67491258,39.34638173,vacant
15643,3313 W GARRISON AVE,"(39.34628504, -76.67505999)",-76.67505999,39.34628504,vacant
15644,3329 W GARRISON AVE,"(39.34601731, -76.67554525)",-76.67554525,39.34601731,vacant
15645,3331 W GARRISON AVE,"(39.34597991, -76.67560414)",-76.67560414,39.34597991,vacant
15646,3330 1/2 WOODLAND AVE,"(39.34351948, -76.67317112)",-76.67317112,39.34351948,vacant
15647,3332 WOODLAND AVE,"(39.34347736, -76.6731883)",-76.6731883,39.34347736,vacant
15648,3332 1/2 WOODLAND AVE,"(39.34343632, -76.67320505)",-76.67320505,39.34343632,vacant
15649,4701 BEAUFORT AVE,"(39.34348557, -76.6735308)",-76.6735308,39.34348557,vacant
15650,3611 BELAIR ROAD,"(39.3244143, -76.5695512)",-76.5695512,39.3244143,vacant
15651,3109 CHESTERFIELD AVE,"(39.323449, -76.56830355)",-76.56830355,39.323449,vacant
15652,3404 RAMONA AVE,"(39.32312663, -76.56319012)",-76.56319012,39.32312663,vacant
15653,3443 DUDLEY AVE,"(39.3218554, -76.56348007)",-76.56348007,39.3218554,vacant
15654,3601 LUCILLE AVE,"(39.34236816, -76.67411827)",-76.67411827,39.34236816,vacant
15655,3605 LUCILLE AVE,"(39.34226995, -76.67416126)",-76.67416126,39.34226995,vacant
15656,3609 LUCILLE AVE,"(39.34217244, -76.67420395)",-76.67420395,39.34217244,vacant
15657,3611 LUCILLE AVE,"(39.34212415, -76.67422508)",-76.67422508,39.34212415,vacant
15658,3619 LUCILLE AVE,"(39.34192834, -76.67431072)",-76.67431072,39.34192834,vacant
15659,3621 LUCILLE AVE,"(39.3418791, -76.67433229)",-76.67433229,39.3418791,vacant
15660,3623 LUCILLE AVE,"(39.34183074, -76.67435399)",-76.67435399,39.34183074,vacant
15661,3627 LUCILLE AVE,"(39.34173415, -76.67440062)",-76.67440062,39.34173415,vacant
15662,3629 LUCILLE AVE,"(39.34168681, -76.67442351)",-76.67442351,39.34168681,vacant
15663,3107 W GARRISON AVE,"(39.34766598, -76.67264084)",-76.67264084,39.34766598,vacant
