,rel_type,Location 1,longitude,latitude,type
328,Church,"1512 DRUID HILL AVE Baltimore, MD ",-76.63100295,39.30375385,religious
329,Church,"302 MASON CT Baltimore, MD ",-76.5958998,39.2880377,religious
330,Church,"1632 HANOVER ST Baltimore, MD ",0.0,0.0,religious
331,Church,"3400 NORMAN AVE Baltimore, MD ",-76.579427,39.326909,religious
332,Church,"3121 WALBROOK AVE Baltimore, MD ",-76.66982,39.3100108163,religious
333,Church,"200 BENTALOU ST Baltimore, MD ",0.0,0.0,religious
334,Church,"1354 CAREY ST Baltimore, MD ",0.0,0.0,religious
335,Church,"2018 CALVERT ST Baltimore, MD ",-76.6103772,39.2346244,religious
336,Church,"3600 CLAREMONT ST Baltimore, MD ",-76.567189,39.289567,religious
337,Church,"2601 PENNSYLVANIA AVE Baltimore, MD ",-76.6438651435,39.3115372,religious
338,Church,"1300 DRUID HILL AVE Baltimore, MD ",-76.6290818237,39.30186135,religious
339,Church,"1901 BELAIR RD Baltimore, MD ",-76.5830745049,39.3129122,religious
340,Church,"3342 OLD FREDERICK RD Baltimore, MD ",-76.6733027,39.2820512,religious
341,Church,"123 24TH ST Baltimore, MD ",0.0,0.0,religious
342,Church,"3911 GARRISON BLVD Baltimore, MD ",-76.683169,39.3340806,religious
343,Church,"500 39TH ST Baltimore, MD ",0.0,0.0,religious
344,Church,"931 PRESTON ST Baltimore, MD ",0.0,0.0,religious
345,Church,"27 CAROLINE ST Baltimore, MD ",0.0,0.0,religious
346,Church,"617 BAKER ST Baltimore, MD ",-76.640608449,39.3082514898,religious
347,Church,"1646 THOMAS AVE Baltimore, MD ",-76.658136102,39.3068669184,religious
348,Church,"102 UNIVERSITY PKWY Baltimore, MD ",0.0,0.0,religious
349,Church,"16 MONROE ST Baltimore, MD ",-76.6327555,39.4584216,religious
350,Church,"1909 WOLFE ST Baltimore, MD ",0.0,0.0,religious
351,Church,"2216 DIVISION ST Baltimore, MD ",-76.6389717,39.3084997,religious
352,Church,"2231 NORTH AVE Baltimore, MD ",-76.4596949,39.310429,religious
353,Church,"2406 GREENMOUNT AVE Baltimore, MD ",-76.6097563427,39.31651345,religious
354,Church,"501 FULTON AVE Baltimore, MD ",0.0,0.0,religious
355,Church,"1106 FRANKLIN ST Baltimore, MD ",0.0,0.0,religious
356,Church,"1700 GORSUCH AVE Baltimore, MD ",-76.5939411833,39.3210926,religious
357,Church,"1211 MONUMENT ST Baltimore, MD ",0.0,0.0,religious
358,Church,"1404 CHARLES ST Baltimore, MD ",-76.6297372,39.4154699,religious
359,Church,"2629 HUNTINGDON AVE Baltimore, MD ",-76.6216051495,39.31981355,religious
360,Church,"2900 NORTH AVE Baltimore, MD ",0.0,0.0,religious
361,Church,"100 HENRIETTA ST Baltimore, MD ",0.0,0.0,religious
362,Church,"5300 EDMONDSON AVE Baltimore, MD ",-76.7115591,39.2876323,religious
363,Church,"101 MOUNT ST Baltimore, MD ",0.0,0.0,religious
364,Church,"940 MADISON AVE Baltimore, MD ",-76.6240073612,39.3003314,religious
365,Church,"5718 BOWLEYS LN Baltimore, MD ",-76.5492268985,39.3173422,religious
366,Church,"3807 CHARLES ST Baltimore, MD ",-76.6297372,39.4154699,religious
367,Church,"3610 ELDORADO AVE Baltimore, MD ",-76.6909724915,39.3314431,religious
368,Church,"2601 LYNDHURST AVE Baltimore, MD ",-76.6836057858,39.3155542,religious
369,Church,"1606 LAFAYETTE AVE Baltimore, MD ",-76.7366219,39.2806598,religious
370,Church,"3538 OLD YORK RD Baltimore, MD ",-76.6080949763,39.3320699,religious
371,Church,"2905 GREENMOUNT AVE Baltimore, MD ",-76.6091211,39.3239854,religious
372,Church,"2625 HOFFMAN ST Baltimore, MD ",0.0,0.0,religious
373,Church,"205 AUGUSTA AVE Baltimore, MD ",-76.5044899,39.288022,religious
374,Church,"1631 FEDERAL ST Baltimore, MD ",0.0,0.0,religious
375,Church,"400 LEXINGTON ST Baltimore, MD ",0.0,0.0,religious
376,Church,"2900 LIBERTY HEIGHTS AVE Baltimore, MD ",-76.6641408,39.3222608,religious
377,Church,"4 UNIVERSITY PKWY Baltimore, MD ",0.0,0.0,religious
378,Church,"5205 HARFORD RD Baltimore, MD ",-76.5932525,39.3185764,religious
379,Church,"3101 THE Baltimore, MD ",-76.6107589,39.2908816,religious
380,Church,"938 BROADWAY Baltimore, MD ",-76.5948125033,39.30156495,religious
381,Church,"4501 OLD FREDERICK RD Baltimore, MD ",-76.692875947,39.2898069,religious
382,Church,"2401 LOCH RAVEN RD Baltimore, MD ",-76.6081292325,39.31678585,religious
383,Church,"2505 MADISON ST Baltimore, MD ",0.0,0.0,religious
384,Church,"2209 PARK AVE Baltimore, MD ",-76.6299599984,39.31559905,religious
385,Church,"4710 CURTIS AVE Baltimore, MD ",-76.5868875797,39.22349255,religious
386,Church,"928 20TH ST Baltimore, MD ",0.0,0.0,religious
387,Church,"1901 REGESTER ST Baltimore, MD ",0.0,0.0,religious
388,Church,"110 LAFAYETTE AVE Baltimore, MD ",-76.7366219,39.2806598,religious
389,Church,"823 CHERRY HILL RD Baltimore, MD ",-76.6266124633,39.2492238,religious
390,Church,"859 WASHINGTON BLVD Baltimore, MD ",-76.6307084667,39.2827035,religious
391,Church,"701 CHARLES ST Baltimore, MD ",-76.6297372,39.4154699,religious
392,Church,"1530 PRESTON ST Baltimore, MD ",0.0,0.0,religious
393,Church,"5423 REISTERSTOWN RD Baltimore, MD ",-76.6887992938,39.3468061082,religious
394,Church,"1148 HOMESTEAD ST Baltimore, MD ",-76.6017317,39.3247279,religious
395,Church,"1002 SOMERSET ST Baltimore, MD ",-76.6013060465,39.30194025,religious
396,Church,"4200 SAINT PAUL ST Baltimore, MD ",-76.6179741,39.3401697,religious
397,Church,"2929 DUPONT AVE Baltimore, MD ",-76.6657679,39.343966,religious
398,Church,"938 HANOVER ST Baltimore, MD ",0.0,0.0,religious
399,Church,"2100 BALTIMORE ST Baltimore, MD ",-76.5251439,39.295335,religious
400,Church,"3208 FREDERICK AVE Baltimore, MD ",-76.6702513,39.2807569,religious
401,Church,"2111 ASHLAND AVE Baltimore, MD ",-76.5872861,39.3006102,religious
402,Church,"1249 NORTH AVE Baltimore, MD ",-76.6953253648,39.2529347573,religious
403,Church,"3812 EDMONDSON AVE Baltimore, MD ",-76.6800622308,39.2940063846,religious
404,Church,"3812 EDMONDSON AVE Baltimore, MD ",-76.6800622308,39.2940063846,religious
405,Church,"3100 NORTH AVE Baltimore, MD ",0.0,0.0,religious
406,Church,"2435 MADISON ST Baltimore, MD ",0.0,0.0,religious
407,Church,"1744 GORSUCH AVE Baltimore, MD ",-76.5930309186,39.32040895,religious
408,Church,"1610 BRADY AVE Baltimore, MD ",-76.5798854,39.238336,religious
409,Church,"5800 ROLAND AVE Baltimore, MD ",-76.634359,39.368196,religious
410,Church,"5802 ROLAND AVE Baltimore, MD ",-76.6348343047,39.36853195,religious
411,Church,"2501 EUTAW PL Baltimore, MD ",-76.6377062,39.3146452,religious
412,Church,"1263 NORTH AVE Baltimore, MD ",-76.6949972646,39.2527243101,religious
413,Church,"3301 THE Baltimore, MD ",-76.6107589,39.2908816,religious
414,Church,"3400 COPLEY RD Baltimore, MD ",-76.6777578671,39.3266382,religious
415,Church,"2200 SAINT PAUL ST Baltimore, MD ",-76.6156510872,39.3145968,religious
416,Church,"3900 ROLAND AVE Baltimore, MD ",-76.6338092879,39.3355296,religious
417,Church,"4003 GROVELAND AVE Baltimore, MD ",-76.6860942,39.3404692,religious
418,Church,"3204 PRESSTMAN ST Baltimore, MD ",-76.6708925,39.3045996,religious
419,Church,"501 GILMOR ST Baltimore, MD ",0.0,0.0,religious
420,Church,"1385 GILMOR ST Baltimore, MD ",0.0,0.0,religious
421,Church,"5023 GWYNN OAK AVE Baltimore, MD ",-76.7008600436,39.33018335,religious
422,Church,"3441 KESWICK RD Baltimore, MD ",-76.6278156667,39.3296366667,religious
423,Church,"2612 WILKENS AVE Baltimore, MD ",-76.6773622,39.2718889,religious
424,Church,"4003 ELDERON AVE Baltimore, MD ",-76.685810375,39.3415088,religious
425,Church,"825 YALE AVE Baltimore, MD ",-76.6915602393,39.2720507,religious
426,Church,"3202 WOODLAND AVE Baltimore, MD ",-76.6718783041,39.34507715,religious
427,Church,"2300 LAFAYETTE AVE Baltimore, MD ",-76.7366219,39.2806598,religious
428,Church,"1100 EDEN ST Baltimore, MD ",0.0,0.0,religious
429,Church,"516 EAST AVE Baltimore, MD ",-76.5103189,39.242448,religious
430,Church,"719 POPLAR GROVE ST Baltimore, MD ",-76.6646909005,39.29642535,religious
431,Church,"541 BEECHFIELD AVE Baltimore, MD ",0.0,0.0,religious
432,Church,"2501 BALTIMORE ST Baltimore, MD ",-76.5251439,39.295335,religious
433,Church,"301 GILMOR ST Baltimore, MD ",0.0,0.0,religious
434,Church,"5150 BALTIMORE NATIONAL PIKE Baltimore, MD ",-76.7114625852,39.2929803,religious
435,Church,"3000 HUNTINGDON AVE Baltimore, MD ",-76.6245614305,39.3224803,religious
436,Church,"1615 POPLAR GROVE ST Baltimore, MD ",-76.6652673384,39.3064588,religious
437,Church,"5300 CHARLES ST Baltimore, MD ",-76.6297372,39.4154699,religious
438,Church,"1034 FULTON AVE Baltimore, MD ",0.0,0.0,religious
439,Church,"1128 PENNSYLVANIA AVE Baltimore, MD ",-76.6296963121,39.2991219,religious
440,Church,"5750 PARK HEIGHTS AVE Baltimore, MD ",-76.6862643046,39.3534882992,religious
441,Church,"1840 BIDDLE ST Baltimore, MD ",-76.5260694,39.3093234,religious
442,Church,"2100 VINE ST Baltimore, MD ",-76.6503225203,39.29002225,religious
443,Church,"2525 RIDGELY ST Baltimore, MD ",-76.6446902,39.2620514,religious
444,Church,"3300 CLIFTON AVE Baltimore, MD ",-76.6727482535,39.3112984,religious
445,Church,"1717 BROENING HWY Baltimore, MD ",-76.5430336011,39.2726754,religious
446,Church,"1602 JOHNSON ST Baltimore, MD ",-76.6096277823,39.271438,religious
447,Church,"2117 MCELDERRY ST Baltimore, MD ",-76.5869332,39.2973945,religious
448,Church,"1208 LANVALE ST Baltimore, MD ",0.0,0.0,religious
449,Church,"219 MOUNT ST Baltimore, MD ",0.0,0.0,religious
450,Church,"655 BENTALOU ST Baltimore, MD ",0.0,0.0,religious
451,Church,"217 CAREY ST Baltimore, MD ",0.0,0.0,religious
452,Church,"600 LINWOOD AVE Baltimore, MD ",-76.5364124,39.3718398,religious
453,Church,"833 BOND ST Baltimore, MD ",0.0,0.0,religious
454,Church,"4700 ROLAND AVE Baltimore, MD ",-76.6364006152,39.3480899,religious
455,Church,"1505 EDEN ST Baltimore, MD ",0.0,0.0,religious
456,Church,"1939 WALBROOK AVE Baltimore, MD ",-76.649494643,39.31067405,religious
457,Church,"4500 LIBERTY HEIGHTS AVE Baltimore, MD ",-76.6933373834,39.3309323,religious
458,Church,"740 CALVERT ST Baltimore, MD ",-76.6103772,39.2346244,religious
459,Church,"1601 RUTLAND AVE Baltimore, MD ",-76.5926265592,39.30903905,religious
460,Church,"2230 HARFORD RD Baltimore, MD ",-76.5967185086,39.3157687,religious
461,Church,"5400 LOCH RAVEN BLVD Baltimore, MD ",-76.5902917184,39.3558556,religious
462,Church,"4800 HARFORD RD Baltimore, MD ",-76.5679692466,39.34492665,religious
463,Church,"1048 BALTIMORE ST Baltimore, MD ",-76.5251439,39.295335,religious
464,Church,"306 23RD ST Baltimore, MD ",0.0,0.0,religious
465,Church,"1905 ROSEDALE ST Baltimore, MD ",0.0,0.0,religious
466,Church,"2901 CHARLES ST Baltimore, MD ",-76.6297372,39.4154699,religious
467,Church,"611 AISQUITH ST Baltimore, MD ",-76.6017172,39.297371,religious
468,Church,"5010 BRIARCLIFT RD Baltimore, MD ",-76.7081086761,39.2928686,religious
469,Church,"1201 MONROE ST Baltimore, MD ",-76.6327555,39.4584216,religious
470,Church,"810 CARROLLTON AVE Baltimore, MD ",-76.6398579,39.40201,religious
471,Church,"2308 MADISON ST Baltimore, MD ",0.0,0.0,religious
472,Church,"1216 BALTIMORE ST Baltimore, MD ",-76.5251439,39.295335,religious
473,Church,"4900 BELAIR RD Baltimore, MD ",-76.5570187153,39.33471915,religious
474,Church,"3202 NORTH AVE Baltimore, MD ",-76.4596949,39.310429,religious
475,Church,"4301 WOODRIDGE RD Baltimore, MD ",-76.6887753694,39.29403105,religious
476,Church,"5242 PARK HEIGHTS AVE Baltimore, MD ",-76.6777203995,39.3492333,religious
477,Church,"3009 GREENMOUNT AVE Baltimore, MD ",-76.6087728313,39.32536855,religious
478,Church,"124 WASHBURN AVE Baltimore, MD ",-76.610313,39.236476,religious
479,Church,"2616 HARFORD RD Baltimore, MD ",-76.592794,39.3195255,religious
480,Church,"2100 MONROE ST Baltimore, MD ",-76.6327555,39.4584216,religious
481,Church,"2417 PUGET ST Baltimore, MD ",-76.6424427714,39.2617361,religious
482,Church,"301 28TH ST Baltimore, MD ",0.0,0.0,religious
483,Church,"2239 FAYETTE ST Baltimore, MD ",0.0,0.0,religious
484,Church,"1301 EUTAW PL Baltimore, MD ",-76.6258797,39.3041789,religious
485,Church,"1700 BALTIMORE ST Baltimore, MD ",-76.5251439,39.295335,religious
486,Church,"1225 EAGER ST Baltimore, MD ",0.0,0.0,religious
487,Synagogue,"6107 Greenspring Ave Baltimore, MD ",-76.6775626037,39.3673263,religious
488,Synagogue,"6200 Park Heights Ave Baltimore, MD ",-76.6931579699,39.35783405,religious
489,Synagogue,"3120 Clarks Ln Baltimore, MD ",-76.6944301832,39.3700707,religious
490,Synagogue,"7401 Park Heights Ave Baltimore, MD ",-76.709342786,39.37192395,religious
491,Synagogue,"6208 Wallis Ave Baltimore, MD ",-76.6922056531,39.3591797551,religious
492,Synagogue,"2501 Eutaw Pl Baltimore, MD ",-76.6377062,39.3146452,religious
493,Synagogue,"5713 Park Heights Ave Baltimore, MD ",-76.6856156489,39.35379775,religious
494,Synagogue,"27 Lloyd St Baltimore, MD ",-76.6012664624,39.2901989892,religious
495,Synagogue,"6602 Park Heights Ave Baltimore, MD ",-76.6992754,39.3613137,religious
496,Synagogue,"212 Coldspring Ln Baltimore, MD ",0.0,0.0,religious
497,Synagogue,"3402 Clarks Ln Baltimore, MD ",-76.6983348144,39.36384865,religious
498,Synagogue,"3101 Fallstaff Rd Baltimore, MD ",-76.6937555399,39.36872035,religious
499,Synagogue,"5915 Park Heights Ave Baltimore, MD ",-76.6892042605,39.3566807,religious
500,Synagogue,"5802 Roland Ave Baltimore, MD ",-76.6348343047,39.36853195,religious
501,Synagogue,"7307 Seven Mile Ln Baltimore, MD ",-76.705147551,39.3721577959,religious
502,Synagogue,"6301 Green Meadow Parkway Baltimore, MD ",-76.6732631751,39.370338,religious
503,Synagogue,"6216 Biltmore Ave Baltimore, MD ",-76.6947651229,39.35741645,religious
504,Synagogue,"6410 Cross Country Blvd Baltimore, MD ",-76.6923996521,39.36512685,religious
505,Synagogue,"6214 Pimlico Rd Baltimore, MD ",-76.6777179,39.3696167,religious
506,Synagogue,"3200 Glen Ave Baltimore, MD ",-76.6833538,39.3585659,religious
507,Synagogue,"6813 Park Heights Ave Baltimore, MD ",-76.7022661,39.3648828,religious
508,Synagogue,"2001 Liberty Heights Ave Baltimore, MD ",-76.6505888559,39.31965425,religious
509,Synagogue,"5835 Park Heights Ave Baltimore, MD ",-76.68757095,39.3558004,religious
510,Synagogue,"7310 Park Heights Ave Baltimore, MD ",-76.7105744041,39.3694426,religious
511,Synagogue,"6201 Park Heights Ave Baltimore, MD ",-76.692757485,39.35847935,religious
512,,"3615 Harford Rd Baltimore, MD ",-76.5932525,39.3185764,religious
